Subject,Procedure,Version,Contrast,Item,Condition,WordL,WordR,Words.ACC,Words.RT
1,PracticeProc,Prac,P,17,Unrelated,SWIM,TIDY,1,4838
1,PracticeProc,Prac,P,7,Related,BOX,CUBE,1,2273
1,PracticeProc,Prac,P,6,Related,EAGLE,HAWK,1,1606
1,PracticeProc,Prac,P,2,Related,HIGH,LOW,1,1379
1,PracticeProc,Prac,P,12,Unrelated,CRAWL,RING,1,2120
1,PracticeProc,Prac,P,14,Unrelated,MORNING,HOLD,1,1964
1,PracticeProc,Prac,P,10,Related,SEED,GROW,1,3118
1,PracticeProc,Prac,P,8,Related,TRIAL,JURY,1,1908
1,PracticeProc,Prac,P,16,Unrelated,STEP,POEM,1,3256
1,PracticeProc,Prac,P,11,Unrelated,WORK,OAK,1,2297
1,PracticeProc,Prac,P,20,Unrelated,GOAL,CART,1,3973
1,PracticeProc,Prac,P,3,Related,PASS,FAIL,1,1163
1,PracticeProc,Prac,P,15,Unrelated,CLIMB,POLICE,1,1417
1,PracticeProc,Prac,P,18,Unrelated,LAZY,SPOON,1,1382
1,PracticeProc,Prac,P,19,Unrelated,WAKE,WING,1,2976
1,PracticeProc,Prac,P,1,Related,ROOF,CEILING,1,1435
1,PracticeProc,Prac,P,4,Related,BROTHER,SISTER,1,1067
1,PracticeProc,Prac,P,13,Unrelated,FLUTE,TAKE,1,3268
1,PracticeProc,Prac,P,9,Related,LAKE,STREAM,1,1116
1,PracticeProc,Prac,P,5,Related,WARN,DANGER,1,1041
1,TrialProc,A2,F,38,Related,HOSPITAL,DOCTOR,1,1381
1,TrialProc,A1,F,27,Related,START,END,1,1941
1,TrialProc,B2,PB,1,Unrelated,HIT,BUNCH,1,1979
1,TrialProc,A1,F,29,Related,WANT,NEED,1,2109
1,TrialProc,B2,F,106,Unrelated,PLAY,FAR,1,1291
1,TrialProc,A2,LR,1,Unrelated,FALSE,COLLECT,0,1978
1,TrialProc,B2,F,95,Related,FILTH,DIRT,1,1309
1,TrialProc,A2,F,41,Related,GORILLA,APE,1,1237
1,TrialProc,A2,H,19,Unrelated,HELLO,BUY,1,2820
1,TrialProc,A1,F,1,Related,ADD,SUBTRACT,1,1720
1,TrialProc,B2,F,118,Related,WEATHER,CLIMATE,1,1247
1,TrialProc,B2,PB,18,Control,BACK,FAT,1,2456
1,TrialProc,A1,F,14,Related,HELP,ASSIST,1,1125
1,TrialProc,A2,F,56,Related,LARGE,HUGE,1,1235
1,TrialProc,B1,H,8,Unrelated,SALE,SHIP,1,1895
1,TrialProc,B2,F,114,Unrelated,ROOM,PAUSE,1,1853
1,TrialProc,B2,F,93,Related,PRIZE,AWARD,1,1353
1,TrialProc,B1,H,20,Control,HIRE,LISTEN,1,3638
1,TrialProc,A1,F,17,Related,LOUD,SOFT,1,1660
1,TrialProc,A2,F,51,Related,MARS,PLANET,1,1161
1,TrialProc,B2,LR,3,Unrelated,ORDER,RAW,1,2347
1,TrialProc,B2,F,120,Unrelated,SHUT,GLOBE,1,2637
1,TrialProc,A2,F,44,Related,PARENT,CHILD,1,1247
1,TrialProc,A2,PB,13,Control,PART,WIT,1,2433
1,TrialProc,B2,F,104,Related,MOUSE,RAT,1,1553
1,TrialProc,B1,F,70,Unrelated,FLOAT,SING,1,2823
1,TrialProc,A2,LR,13,Control,BEAM,DAY,1,3366
1,TrialProc,B1,F,61,Unrelated,AIR,UNDO,1,1873
1,TrialProc,B2,F,99,Unrelated,SPACE,WIFE,1,3045
1,TrialProc,B2,H,13,Control,SERVANT,MAZE,1,2213
1,TrialProc,B2,F,113,Unrelated,NEXT,ROUGH,1,2701
1,TrialProc,B2,F,94,Related,EXAM,TEST,1,1001
1,TrialProc,B1,PB,4,Unrelated,BILL,TABLET,1,4036
1,TrialProc,B2,F,111,Related,SLEEP,DREAM,1,1088
1,TrialProc,A2,F,40,Related,LEAVE,EXIT,1,1270
1,TrialProc,A2,LR,4,Control,LEFT,TIGHT,1,2524
1,TrialProc,A2,F,39,Related,ICE,COLD,1,1155
1,TrialProc,B1,F,74,Related,HOUR,MINUTE,1,1535
1,TrialProc,B1,PB,3,Control,WIN,NEEDLE,1,1613
1,TrialProc,A2,F,48,Related,PILLOW,BLANKET,1,1479
1,TrialProc,B1,F,86,Unrelated,SCISSORS,WAIT,1,1386
1,TrialProc,A2,LR,16,Control,MUSIC,MAP,1,1721
1,TrialProc,B2,F,110,Related,RUSH,HURRY,1,1127
1,TrialProc,B1,F,71,Related,FOOL,IDIOT,1,1125
1,TrialProc,A1,PB,11,Control,FOND,JAMES,1,2626
1,TrialProc,A2,F,37,Related,BRONZE,SILVER,1,1984
1,TrialProc,B1,F,62,Unrelated,ATTACK,WOOL,1,1640
1,TrialProc,B1,LR,14,Control,EJECT,VOTE,1,4267
1,TrialProc,A1,F,15,Related,KING,PRINCE,1,1199
1,TrialProc,A1,F,9,Related,FAST,QUICK,1,1063
1,TrialProc,A1,H,14,Unrelated,SOUL,BOOT,1,3786
1,TrialProc,A1,F,22,Related,PLANE,FLIGHT,1,2456
1,TrialProc,A2,F,47,Related,SELECT,CHOOSE,1,1331
1,TrialProc,B2,PB,9,Control,CAR,MARK,1,1795
1,TrialProc,B1,F,65,Related,CLOCK,TIME,1,1150
1,TrialProc,B1,F,79,Related,LION,TIGER,1,1332
1,TrialProc,A1,LR,7,Unrelated,LED,YELLOW,1,1671
1,TrialProc,A1,F,18,Related,"NATION",COUNTRY,1,1717
1,TrialProc,A1,F,20,Related,OVEN,KITCHEN,1,1145
1,TrialProc,A1,H,6,Control,HELL,TOES,1,5099
1,TrialProc,B2,F,97,Unrelated,BUILD,SPORT,1,1503
1,TrialProc,A1,F,6,Related,COMB,BRUSH,1,1232
1,TrialProc,B1,LR,20,Unrelated,ROAD,HEAVY,1,2191
1,TrialProc,B2,F,91,Related,BOILER,HEAT,1,2174
1,TrialProc,A1,F,16,Related,KITTEN,CAT,1,1121
1,TrialProc,A2,H,5,Control,MOON,SIN,1,2062
1,TrialProc,B2,F,98,Unrelated,WAVE,WEAPON,1,2798
1,TrialProc,B1,F,73,Related,HOLIDAY,VACATION,1,1135
1,TrialProc,A2,PB,15,Unrelated,COW,PULL,1,2193
1,TrialProc,B2,F,100,Related,KNIFE,FORK,1,1422
1,TrialProc,B1,F,84,Related,READ,WRITE,1,1425
1,TrialProc,B1,PB,17,Unrelated,BATH,ROUTE,1,1494
1,TrialProc,B1,F,77,Unrelated,LAUGH,ANY,1,1835
1,TrialProc,A2,F,35,Related,EAST,WEST,1,1142
1,TrialProc,A2,LR,5,Unrelated,HARD,LOCK,1,2329
1,TrialProc,A1,F,3,Related,BRIDE,GROOM,1,1265
1,TrialProc,A2,F,32,Related,BRANCH,TREE,1,1293
1,TrialProc,B2,H,15,Unrelated,METAL,STEAL,0,1878
1,TrialProc,B1,F,67,Unrelated,COUGH,WALL,1,1794
1,TrialProc,B2,F,92,Unrelated,PINE,GAME,1,1743
1,TrialProc,A1,LR,19,Unrelated,LUST,IRON,1,2103
1,TrialProc,A2,F,54,Related,TABLE,CHAIR,1,1120
1,TrialProc,B2,F,107,Related,PACKAGE,PARCEL,1,1205
1,TrialProc,A1,PB,8,Unrelated,PAY,COAST,1,2488
1,TrialProc,B1,F,88,Unrelated,TEA,TRICK,1,1896
1,TrialProc,B1,F,72,Related,HATE,LOVE,1,1112
1,TrialProc,B2,LR,18,Unrelated,SKY,CROWD,1,2547
1,TrialProc,A1,F,11,Related,FIRE,BURN,1,1081
1,TrialProc,B2,F,105,Unrelated,OPEN,ARMY,1,1562
1,TrialProc,B2,LR,10,Control,APPLAUD,CHAP,1,2904
1,TrialProc,B2,F,115,Related,STUDENT,LEARN,1,1259
1,TrialProc,A1,F,21,Related,PICTURE,IMAGE,1,1202
1,TrialProc,B1,LR,8,Unrelated,RIVER,KIDNEY,1,1750
1,TrialProc,B2,F,116,Unrelated,DOOR,SPEAK,1,1615
1,TrialProc,B1,F,66,Related,COAT,JACKET,1,1224
1,TrialProc,B2,LR,12,Control,BEHIND,TAG,0,11673
1,TrialProc,A1,F,2,Related,BRAIN,THINK,1,1071
1,TrialProc,B1,F,81,Unrelated,OWE,PIGEON,1,1482
1,TrialProc,B2,PB,10,Control,FRYING,MAN,1,2497
1,TrialProc,A1,F,4,Related,BUS,LORRY,1,1153
1,TrialProc,A1,F,23,Related,RAZOR,SHAVE,1,1244
1,TrialProc,A2,H,16,Unrelated,STRENGTH,WEEK,1,3597
1,TrialProc,A2,F,33,Related,CABBAGE,VEGETABLE,1,1515
1,TrialProc,A2,F,36,Related,LEG,ARM,1,1411
1,TrialProc,A1,LR,17,Control,SANE,WATER,1,2285
1,TrialProc,B2,F,119,Related,WIND,BLOW,1,1240
1,TrialProc,B1,F,63,Unrelated,BLUE,ESTATE,1,1677
1,TrialProc,A2,PB,19,Control,GOOD,MAD,1,2911
1,TrialProc,B2,F,96,Related,FIRST,LAST,1,1207
1,TrialProc,A2,F,52,Related,SICK,ILL,1,1114
1,TrialProc,A1,PB,7,Unrelated,PEACH,SAND,1,2406
1,TrialProc,B1,F,78,Unrelated,LIFE,HAT,1,3916
1,TrialProc,A1,F,25,Related,RUN,JOG,1,1487
1,TrialProc,A2,PB,16,Control,GAMBLE,JET,1,1709
1,TrialProc,A2,F,53,Related,SLEET,SNOW,1,2499
1,TrialProc,B1,F,89,Unrelated,THICK,PASS,1,3717
1,TrialProc,A1,H,3,Unrelated,MEAT,GREET,1,1330
1,TrialProc,A1,F,19,Related,OLD,AGE,1,1245
1,TrialProc,A1,F,28,Related,SWEET,BITTER,1,1437
1,TrialProc,A1,PB,6,Unrelated,PEAR,PAW,1,1403
1,TrialProc,B1,F,68,Related,CRY,TEARS,1,1285
1,TrialProc,B2,F,101,Unrelated,KIND,BOOKS,1,2335
1,TrialProc,A1,F,8,Related,EAT,HUNGER,1,1088
1,TrialProc,B1,F,80,Related,OFFICE,DESK,1,995
1,TrialProc,B2,LR,6,Unrelated,MOUTH,RIP,1,1942
1,TrialProc,A2,F,43,Related,NOSE,SMELL,1,1108
1,TrialProc,A1,F,7,Related,DRUG,MEDICINE,1,1476
1,TrialProc,A1,H,4,Control,SET,LOOK,1,4197
1,TrialProc,A2,F,34,Related,TONGUE,TEETH,1,1048
1,TrialProc,B2,F,112,Unrelated,COPY,CIGARETTE,1,1550
1,TrialProc,B1,PB,12,Unrelated,BOUND,COIN,1,2451
1,TrialProc,A1,F,5,Related,CLOTHES,DRESS,1,1304
1,TrialProc,A2,F,49,Related,PLATE,DISH,1,1236
1,TrialProc,B2,H,11,Control,RUBBISH,WRIST,1,3040
1,TrialProc,A1,F,10,Related,FINGER,HAND,1,1344
1,TrialProc,B2,F,109,Related,PRICE,COST,1,1656
1,TrialProc,A1,H,12,Unrelated,FLOUR,GARDEN,1,4028
1,TrialProc,B1,F,87,Unrelated,SIGN,HEAD,1,3413
1,TrialProc,B1,F,90,Unrelated,UP,BLACK,1,2371
1,TrialProc,B1,LR,15,Control,AMONG,SHORT,1,2590
1,TrialProc,A2,F,58,Related,WASH,CLEAN,1,1121
1,TrialProc,A2,F,45,Related,LET,ALLOW,1,1559
1,TrialProc,B2,H,10,Unrelated,WAR,PIECE,0,1261
1,TrialProc,A2,F,50,Related,TUNA,FISH,1,1228
1,TrialProc,B2,F,108,Unrelated,CHICKEN,FUTURE,1,2149
1,TrialProc,B2,H,9,Unrelated,LEGEND,TAIL,1,3376
1,TrialProc,B1,F,69,Related,CUP,SAUCER,1,2165
1,TrialProc,A1,F,24,Related,RICH,POOR,1,1055
1,TrialProc,A2,H,18,Control,PLACE,FIGHT,1,2953
1,TrialProc,A2,F,42,Related,ACTOR,FILM,1,1481
1,TrialProc,A1,F,12,Related,HAMMER,TOOL,1,1571
1,TrialProc,B1,H,7,Control,MALL,POST,1,2099
1,TrialProc,B2,F,102,Related,MIDDLE,CENTRE,1,1695
1,TrialProc,A2,F,60,Related,SPRING,SUMMER,1,1553
1,TrialProc,B1,H,2,Unrelated,SELL,PRISON,1,4159
1,TrialProc,A1,F,26,Related,SCHOOL,TEACHER,1,1879
1,TrialProc,B1,F,83,Related,QUESTION,ANSWER,1,2163
1,TrialProc,B1,LR,2,Control,MATE,EARLY,1,2134
1,TrialProc,A2,F,46,Related,GUITAR,INSTRUMENT,1,3053
1,TrialProc,A2,F,31,Related,BLIND,DEAF,1,2152
1,TrialProc,B2,PB,14,Control,TOP,LEAK,1,2536
1,TrialProc,B1,F,64,Related,CHANCE,LUCK,1,1334
1,TrialProc,B1,F,82,Unrelated,PHONE,SHEEP,1,1430
1,TrialProc,A1,PB,2,Unrelated,PUMP,BANG,0,4595
1,TrialProc,A2,F,55,Related,UGLY,BEAUTIFUL,1,1507
1,TrialProc,A2,F,59,Related,BROAD,"NARROW",1,2945
1,TrialProc,B1,H,17,Control,MIRROR,MAJOR,1,2149
1,TrialProc,A1,F,30,Related,WET,DRY,1,1138
1,TrialProc,A2,F,57,Related,VILLAGE,TOWN,1,1667
1,TrialProc,A2,H,1,Control,GLASS,BRAVE,1,1794
1,TrialProc,B2,F,103,Unrelated,WHILE,FATHER,1,2279
1,TrialProc,B1,F,85,Unrelated,RUG,HOPE,1,1588
1,TrialProc,A1,LR,11,Control,SACK,SHELF,1,2039
1,TrialProc,A1,F,13,Related,HAPPY,SAD,1,1171
1,TrialProc,B1,F,76,Related,INJURE,HURT,1,2419
1,TrialProc,B1,PB,5,Control,DIG,PORK,1,1423
1,TrialProc,B1,F,75,Related,HOUSE,HOME,1,1441
1,TrialProc,B2,F,117,Unrelated,FALL,TOMORROW,1,2292
1,TrialProc,A1,LR,9,Unrelated,LOT,SPOIL,1,1675
1,TrialProc,A1,F,14,Related,HELP,AID,1,2011
1,TrialProc,B2,F,116,Related,TALK,SPEAK,1,1130
1,TrialProc,A1,H,3,Control,MELT,GREET,1,3438
1,TrialProc,B2,F,102,Unrelated,WISH,CENTRE,1,1581
1,TrialProc,B2,F,91,Unrelated,QUIT,HEAT,1,2487
1,TrialProc,A2,LR,13,Unrelated,BEAM,LAY,1,1489
1,TrialProc,A2,F,59,Related,WIDE,"NARROW",1,1822
1,TrialProc,B2,F,100,Unrelated,WHITE,FORK,1,1560
1,TrialProc,B2,LR,10,Unrelated,APPLAUD,CRAP,1,2500
1,TrialProc,B2,F,97,Related,FOOTBALL,SPORT,1,1308
1,TrialProc,B1,F,62,Related,ATTACK,DEFEND,1,1466
1,TrialProc,A2,H,18,Unrelated,PLACE,SIGHT,0,5161
1,TrialProc,B2,F,107,Unrelated,WILD,PARCEL,1,1727
1,TrialProc,A2,F,40,Related,ENTRANCE,EXIT,1,1589
1,TrialProc,A1,PB,8,Control,SAY,COAST,1,2099
1,TrialProc,A1,F,28,Related,SWEET,SOUR,1,1977
1,TrialProc,B1,F,81,Related,OWE,DEBT,1,1539
1,TrialProc,A2,H,16,Control,STRENGTH,WEED,1,1491
1,TrialProc,A1,F,12,Related,HAMMER,"NAIL",1,1206
1,TrialProc,A1,F,1,Related,ADD,MULTIPLY,1,1467
1,TrialProc,A2,LR,1,Control,FALSE,CONNECT,1,2201
1,TrialProc,B1,F,78,Related,LIFE,DEATH,1,1147
1,TrialProc,A1,F,29,Related,WANT,DESIRE,1,1145
1,TrialProc,A2,PB,20,Control,DRINK,DEER,1,2297
1,TrialProc,A1,F,22,Related,PLANE,PILOT,1,2057
1,TrialProc,B2,F,103,Related,MOTHER,FATHER,1,1352
1,TrialProc,A1,PB,2,Control,DUMP,BANG,1,3904
1,TrialProc,A2,F,57,Related,CITY,TOWN,1,1102
1,TrialProc,B2,F,120,Related,WORLD,GLOBE,1,1298
1,TrialProc,B2,PB,10,Unrelated,FRYING,BAN,1,2511
1,TrialProc,A2,F,32,Related,TREE,LEAF,1,1299
1,TrialProc,B1,F,90,Related,UP,DOWN,1,1109
1,TrialProc,A2,PB,19,Unrelated,GOOD,PAD,1,1358
1,TrialProc,B2,F,96,Unrelated,MAGIC,LAST,1,1407
1,TrialProc,B1,F,71,Unrelated,FOOL,INTO,1,1775
1,TrialProc,B1,LR,8,Control,DIVER,KIDNEY,1,3276
1,TrialProc,A1,F,10,Related,FINGER,THUMB,1,1205
1,TrialProc,A2,F,33,Related,CARROT,VEGETABLE,1,1599
1,TrialProc,A2,PB,16,Unrelated,GAMBLE,PET,1,1432
1,TrialProc,B1,F,85,Related,RUG,CARPET,1,1359
1,TrialProc,B2,F,98,Related,GUN,WEAPON,1,1323
1,TrialProc,B2,LR,3,Control,ORDER,SAW,1,4474
1,TrialProc,A1,F,5,Related,CLOTHES,SHIRTS,1,2288
1,TrialProc,B1,F,84,Unrelated,READ,FIND,1,1526
1,TrialProc,B1,PB,12,Control,SOUND,COIN,1,1516
1,TrialProc,B1,F,73,Unrelated,HOLIDAY,OTHER,1,1433
1,TrialProc,B2,F,113,Related,SMOOTH,ROUGH,1,1082
1,TrialProc,B2,H,11,Unrelated,RUBBISH,WAIST,1,3290
1,TrialProc,A2,F,35,Related,NORTH,WEST,1,1089
1,TrialProc,B2,F,109,Unrelated,DAWN,COST,1,4617
1,TrialProc,A2,PB,15,Control,COW,DULL,1,1794
1,TrialProc,A1,F,17,Related,LOUD,QUIET,1,1195
1,TrialProc,A2,F,31,Related,MUTE,DEAF,1,1550
1,TrialProc,B1,LR,14,Unrelated,ERECT,VOTE,1,2154
1,TrialProc,A2,F,52,Related,HEALTHY,ILL,1,2207
1,TrialProc,A2,F,44,Related,ADULT,CHILD,1,1037
1,TrialProc,A1,PB,6,Control,FEAR,PAW,1,1153
1,TrialProc,B2,F,115,Unrelated,UNDER,LEARN,1,3280
1,TrialProc,A2,F,58,Related,SOAP,CLEAN,1,1272
1,TrialProc,A1,LR,11,Unrelated,LACK,SHELF,1,3342
1,TrialProc,A1,F,3,Related,BRIDE,WEDDING,1,1148
1,TrialProc,B2,F,99,Related,HUSBAND,WIFE,1,1926
1,TrialProc,A1,LR,7,Control,BED,YELLOW,1,1452
1,TrialProc,B1,F,87,Related,SIGN,SYMBOL,1,1364
1,TrialProc,A2,F,41,Related,MONKEY,APE,1,1601
1,TrialProc,B1,PB,3,Unrelated,BIN,NEEDLE,1,1362
1,TrialProc,A2,F,48,Related,SHEET,BLANKET,1,1678
1,TrialProc,B2,F,111,Unrelated,ALSO,DREAM,1,1525
1,TrialProc,B2,PB,9,Unrelated,CAR,BARK,1,1297
1,TrialProc,B2,F,105,Related,"NAVY",ARMY,1,1517
1,TrialProc,A1,F,25,Related,RUN,WALK,1,1273
1,TrialProc,B2,PB,18,Unrelated,BACK,BAT,1,2174
1,TrialProc,B2,F,114,Related,STOP,PAUSE,1,1109
1,TrialProc,A2,F,54,Related,SOFA,CHAIR,1,1301
1,TrialProc,B1,PB,4,Control,HILL,TABLET,1,1833
1,TrialProc,A1,F,20,Related,OVEN,STOVE,1,6572
1,TrialProc,B2,F,94,Unrelated,DOLL,TEST,1,2180
1,TrialProc,A1,PB,11,Unrelated,POND,JAMES,1,3668
1,TrialProc,A1,F,6,Related,COMB,HAIR,1,1860
1,TrialProc,A1,F,18,Related,"NATION",STATE,1,1147
1,TrialProc,A1,H,12,Control,FLOOR,GARDEN,1,2176
1,TrialProc,A2,F,46,Related,PIANO,INSTRUMENT,1,1677
1,TrialProc,A1,F,7,Related,DRUG,ADDICT,1,1982
1,TrialProc,A1,PB,7,Control,REACH,SAND,1,1936
1,TrialProc,B1,F,79,Unrelated,LION,MILK,1,1352
1,TrialProc,B2,F,104,Unrelated,TRY,RAT,1,1524
1,TrialProc,A1,LR,17,Unrelated,LANE,WATER,1,1972
1,TrialProc,B2,F,95,Unrelated,WISE,DIRT,1,1387
1,TrialProc,A2,F,47,Related,PICK,CHOOSE,1,1525
1,TrialProc,A2,PB,13,Unrelated,PART,PIT,1,1761
1,TrialProc,B1,F,65,Unrelated,CLOCK,SLIP,1,1097
1,TrialProc,A1,F,9,Related,FAST,SLOW,1,1459
1,TrialProc,A1,LR,19,Control,DUST,IRON,1,2174
1,TrialProc,A2,F,50,Related,SALMON,FISH,1,1285
1,TrialProc,B2,F,119,Unrelated,TYPE,BLOW,1,2261
1,TrialProc,A2,H,5,Unrelated,MOON,SON,0,1281
1,TrialProc,B1,F,63,Related,BLUE,COLOUR,1,1306
1,TrialProc,B1,F,64,Unrelated,CHANCE,SOUTH,1,1445
1,TrialProc,A1,H,4,Unrelated,SEA,LOOK,1,2741
1,TrialProc,A1,F,19,Related,OLD,YOUNG,1,1224
1,TrialProc,A2,F,34,Related,DENTIST,TEETH,1,1543
1,TrialProc,B2,LR,6,Control,MOUTH,DIP,1,1659
1,TrialProc,A2,F,45,Related,PERMIT,ALLOW,1,1539
1,TrialProc,A1,F,21,Related,PICTURE,PAINTING,1,1519
1,TrialProc,B1,LR,20,Control,TOAD,HEAVY,1,2140
1,TrialProc,B1,F,77,Related,LAUGH,JOKE,1,1176
1,TrialProc,A2,F,49,Related,BOWL,DISH,1,2859
1,TrialProc,A2,LR,16,Unrelated,MUSIC,LAP,1,3115
1,TrialProc,B1,F,68,Unrelated,CRY,GRASS,1,3022
1,TrialProc,A1,F,30,Related,WET,DAMP,1,1167
1,TrialProc,A1,H,14,Control,SOUP,BOOT,1,2101
1,TrialProc,A2,F,55,Related,PRETTY,BEAUTIFUL,1,1150
1,TrialProc,A1,F,11,Related,FIRE,FLAME,1,1139
1,TrialProc,B1,H,17,Unrelated,MINER,MAJOR,0,2940
1,TrialProc,A1,F,8,Related,EAT,FOOD,1,1167
1,TrialProc,A2,F,51,Related,SATURN,PLANET,1,1225
1,TrialProc,A2,LR,4,Unrelated,LEFT,LIGHT,0,1448
1,TrialProc,B2,F,93,Unrelated,DROP,AWARD,1,7238
1,TrialProc,A2,F,43,Related,ODOUR,SMELL,1,1377
1,TrialProc,B2,PB,1,Control,HIT,LUNCH,1,2615
1,TrialProc,B2,F,101,Related,LIBRARY,BOOKS,1,2183
1,TrialProc,A2,F,56,Related,VAST,HUGE,1,1638
1,TrialProc,B2,H,13,Unrelated,SERVANT,MADE,1,2668
1,TrialProc,B2,F,110,Unrelated,OVER,HURRY,1,1956
1,TrialProc,B1,F,70,Related,FLOAT,SINK,1,5309
1,TrialProc,B2,LR,18,Control,SKY,CHORD,1,2425
1,TrialProc,B2,F,117,Related,TODAY,TOMORROW,1,1691
1,TrialProc,B1,F,88,Related,TEA,COFFEE,1,1485
1,TrialProc,B2,H,15,Control,METAL,STEAM,1,4299
1,TrialProc,B1,F,86,Related,SCISSORS,CUT,1,1811
1,TrialProc,B2,F,92,Related,CHESS,GAME,1,1641
1,TrialProc,B2,LR,12,Unrelated,BEHIND,RAG,1,1720
1,TrialProc,B1,F,82,Related,PHONE,CALL,1,2018
1,TrialProc,B1,F,76,Unrelated,INJURE,ART,1,2869
1,TrialProc,B1,PB,5,Unrelated,BIG,PORK,1,2366
1,TrialProc,A1,F,24,Related,RICH,WEALTHY,1,1462
1,TrialProc,A1,F,15,Related,KING,QUEEN,1,1227
1,TrialProc,B1,LR,2,Unrelated,RATE,EARLY,1,2159
1,TrialProc,A2,F,37,Related,GOLD,SILVER,1,1113
1,TrialProc,B2,F,106,Related,NEAR,FAR,1,1479
1,TrialProc,B1,H,20,Unrelated,HERE,LISTEN,1,2304
1,TrialProc,B2,F,108,Related,PAST,FUTURE,1,1487
1,TrialProc,B1,F,83,Unrelated,QUESTION,GREEN,1,2690
1,TrialProc,A2,H,19,Control,HELLO,BOY,1,2469
1,TrialProc,B1,F,67,Related,COUGH,SNEEZE,1,1828
1,TrialProc,A2,F,39,Related,HOT,COLD,1,1037
1,TrialProc,B2,H,9,Control,LEGEND,TALL,1,1978
1,TrialProc,A1,F,26,Related,SCHOOL,COLLEGE,1,1200
1,TrialProc,B1,F,74,Unrelated,HOUR,TOY,1,1968
1,TrialProc,A1,H,6,Unrelated,HEAL,TOES,1,4270
1,TrialProc,A2,F,53,Related,SKI,SNOW,1,1878
1,TrialProc,A1,F,16,Related,KITTEN,PUPPY,1,2033
1,TrialProc,B1,H,7,Unrelated,MALE,POST,1,2953
1,TrialProc,B1,F,66,Unrelated,COAT,WILL,1,3732
1,TrialProc,A2,F,42,Related,MOVIE,FILM,1,1294
1,TrialProc,B2,PB,14,Unrelated,TOP,BEAK,1,3553
1,TrialProc,A2,F,60,Related,WINTER,SUMMER,1,1623
1,TrialProc,A1,F,23,Related,RAZOR,SHARP,1,1893
1,TrialProc,B2,H,10,Control,WAR,NIECE,1,1767
1,TrialProc,A1,F,4,Related,BUS,VEHICLE,1,1443
1,TrialProc,A2,F,38,Related,NURSE,DOCTOR,1,3049
1,TrialProc,A1,LR,9,Control,POT,SPOIL,1,2518
1,TrialProc,B1,F,89,Related,THICK,THIN,1,1158
1,TrialProc,B1,F,80,Unrelated,OFFICE,FOREST,1,3234
1,TrialProc,A2,LR,5,Control,HARD,SOCK,1,4511
1,TrialProc,B1,F,69,Unrelated,CUP,WORSE,1,2296
1,TrialProc,B1,F,72,Unrelated,HATE,METRE,1,1883
1,TrialProc,B1,H,8,Control,SALT,SHIP,1,2723
1,TrialProc,A2,F,36,Related,ELBOW,ARM,1,1242
1,TrialProc,A1,F,27,Related,START,BEGIN,1,1184
1,TrialProc,B1,H,2,Control,TELL,PRISON,1,2542
1,TrialProc,A1,F,2,Related,BRAIN,MIND,1,1267
1,TrialProc,B2,F,112,Related,SMOKE,CIGARETTE,1,1753
1,TrialProc,A2,H,1,Unrelated,GLASS,BRAKE,1,12038
1,TrialProc,B1,F,61,Related,AIR,BREATHE,1,1459
1,TrialProc,B1,F,75,Unrelated,HOUSE,EASY,1,2030
1,TrialProc,B1,LR,15,Unrelated,WRONG,SHORT,1,3334
1,TrialProc,B2,F,118,Unrelated,SKILL,CLIMATE,1,3689
1,TrialProc,A1,F,13,Related,HAPPY,GLAD,1,1434
1,TrialProc,B1,PB,17,Control,MATH,ROUTE,1,3681
2,PracticeProc,Prac,P,17,Unrelated,SWIM,TIDY,1,3706
2,PracticeProc,Prac,P,7,Related,BOX,CUBE,1,1619
2,PracticeProc,Prac,P,6,Related,EAGLE,HAWK,1,2962
2,PracticeProc,Prac,P,2,Related,HIGH,LOW,1,6953
2,PracticeProc,Prac,P,12,Unrelated,CRAWL,RING,1,5155
2,PracticeProc,Prac,P,14,Unrelated,MORNING,HOLD,1,4784
2,PracticeProc,Prac,P,10,Related,SEED,GROW,1,2289
2,PracticeProc,Prac,P,8,Related,TRIAL,JURY,1,2649
2,PracticeProc,Prac,P,16,Unrelated,STEP,POEM,1,1771
2,PracticeProc,Prac,P,11,Unrelated,WORK,OAK,1,3083
2,PracticeProc,Prac,P,20,Unrelated,GOAL,CART,1,2468
2,PracticeProc,Prac,P,3,Related,PASS,FAIL,1,1743
2,PracticeProc,Prac,P,15,Unrelated,CLIMB,POLICE,0,2379
2,PracticeProc,Prac,P,18,Unrelated,LAZY,SPOON,1,3020
2,PracticeProc,Prac,P,19,Unrelated,WAKE,WING,1,2996
2,PracticeProc,Prac,P,1,Related,ROOF,CEILING,1,1672
2,PracticeProc,Prac,P,4,Related,BROTHER,SISTER,1,1625
2,PracticeProc,Prac,P,13,Unrelated,FLUTE,TAKE,1,2102
2,PracticeProc,Prac,P,9,Related,LAKE,STREAM,1,2135
2,PracticeProc,Prac,P,5,Related,WARN,DANGER,1,2125
2,TrialProc,A2,F,36,Related,LEG,ARM,1,1706
2,TrialProc,A2,F,40,Related,LEAVE,EXIT,1,1491
2,TrialProc,A1,PB,3,Unrelated,PIN,LITTER,1,2223
2,TrialProc,A1,F,26,Related,SCHOOL,TEACHER,1,1465
2,TrialProc,A1,F,21,Related,PICTURE,IMAGE,1,1911
2,TrialProc,A2,H,4,Unrelated,LOOK,SEA,1,1307
2,TrialProc,A1,F,13,Related,HAPPY,SAD,1,914
